tipo,ordem,fc,fase_zero,rp,rs,rmse
ellip,7,600,True,0.5,50.0,1.050265190765835
ellip,5,2800,False,0.5,40.0,1.0508797532930239
cheby1,3,2400,False,0.5,40.0,1.050895841143987
cheby2,5,700,True,0.5,50.0,1.0509843853328222
cheby2,2,3200,True,0.5,60.0,1.0511782896197905
butter,6,3000,False,0.5,40.0,1.051685538091398
cheby2,4,3100,False,0.5,40.0,1.0520302248709772
ellip,5,2900,False,0.5,50.0,1.052162049208946
ellip,5,2500,False,0.1,30.0,1.0523078828827694
ellip,8,3100,False,0.1,60.0,1.0524054443083948
cheby2,7,2700,False,0.5,30.0,1.052787643374519
ellip,5,2700,False,1.0,30.0,1.052812690793574
ellip,7,2900,False,0.5,40.0,1.0530031709632273
cheby1,4,300,True,0.1,40.0,1.0531712292043194
ellip,8,400,True,0.1,60.0,1.0535619522642747
ellip,8,3000,False,0.1,50.0,1.0543045738605006
ellip,4,2300,False,0.1,30.0,1.054456230098741
ellip,6,400,True,0.1,30.0,1.0550529495089616
ellip,3,2400,False,1.0,30.0,1.0555257614145206
butter,8,3200,False,0.5,40.0,1.0557640063704692
ellip,4,2500,False,0.1,50.0,1.0586221135163223
ellip,7,400,True,0.1,40.0,1.0586540415179646
cheby2,2,3200,False,0.5,30.0,1.0588334071231553
butter,1,1400,False,0.5,40.0,1.0593759280167334
butter,3,2300,False,0.5,40.0,1.06271534629546
cheby2,4,2800,False,0.5,30.0,1.0644755080737227
cheby2,6,3300,False,0.5,60.0,1.0647642383627194
ellip,4,300,True,0.1,60.0,1.064795577821177
ellip,2,1100,False,0.1,30.0,1.0649968099866056
cheby2,8,400,True,0.5,30.0,1.066148773692949
butter,2,400,True,0.5,40.0,1.0662071930032457
cheby1,6,3100,False,0.1,40.0,1.0662114772385132
ellip,7,400,True,0.1,30.0,1.066352921984469
ellip,3,1900,False,0.1,30.0,1.0674257525193633
ellip,7,2600,False,0.1,30.0,1.067835445532094
butter,7,3100,False,0.5,40.0,1.0678883815040292
cheby2,6,500,True,0.5,40.0,1.068143018882161
cheby2,6,2700,False,0.5,30.0,1.0687395289233468
ellip,5,2600,False,0.5,30.0,1.0687511652822872
ellip,3,2300,False,0.5,40.0,1.0696920142210216
cheby1,5,2900,False,0.1,40.0,1.0698785916880695
ellip,3,2000,False,0.1,50.0,1.0718206103711467
ellip,7,700,True,1.0,60.0,1.0720127700729671
butter,4,2600,False,0.5,40.0,1.0730148180416659
ellip,4,300,True,0.1,50.0,1.073097626528296
cheby1,6,300,True,0.1,40.0,1.073493613997004
cheby1,7,3300,False,0.5,40.0,1.0736431835092424
ellip,5,2800,False,0.1,60.0,1.0738763754136111
ellip,8,2600,False,0.1,30.0,1.0739317245724658
ellip,8,400,True,0.1,50.0,1.0740428898750407
cheby2,8,3100,False,0.5,50.0,1.0755448241521304
ellip,7,3100,False,0.5,60.0,1.076442914418237
ellip,5,500,True,0.5,50.0,1.0764671263323216
ellip,4,2400,False,0.1,40.0,1.0774018721513705
ellip,3,2500,False,1.0,50.0,1.0775617632774945
ellip,2,1100,False,0.1,40.0,1.077570388363436
cheby2,5,3200,False,0.5,50.0,1.0779849382558566
ellip,3,2200,False,0.5,30.0,1.0795129525193359
ellip,7,2800,False,0.1,40.0,1.0802008383485755
ellip,2,1100,False,0.1,50.0,1.0815858670959262
cheby2,5,3000,False,0.5,40.0,1.0817533854698511
ellip,3,2000,False,0.1,60.0,1.081995168002791
ellip,7,500,True,0.5,40.0,1.082355810590725
cheby2,7,500,True,0.5,50.0,1.0827227599585432
ellip,2,1100,False,0.1,60.0,1.0828597181088058
cheby1,2,1100,False,0.1,40.0,1.0834495059754468
cheby2,2,2100,True,0.5,40.0,1.0839683496267343
cheby2,7,400,True,0.5,30.0,1.0841585831635727
ellip,4,2500,False,0.1,60.0,1.0850995923428044
cheby2,3,2900,False,0.5,30.0,1.0853635491928688
ellip,8,400,True,0.1,40.0,1.085638651976646
ellip,4,300,True,0.1,40.0,1.086170497346495
ellip,7,3000,False,0.5,50.0,1.0864575615342398
cheby2,3,1900,True,0.5,60.0,1.0869715157374944
cheby1,5,3100,False,1.0,40.0,1.0892133567044606
ellip,5,3000,False,1.0,60.0,1.0892649799723715
butter,5,2800,False,0.5,40.0,1.0900378094713463
ellip,7,2700,False,1.0,30.0,1.0906698187088177
cheby1,3,2000,False,0.1,40.0,1.090883700249374
ellip,3,2500,False,1.0,60.0,1.091539081168176
ellip,6,300,True,0.1,60.0,1.092254578550482
cheby2,8,2900,False,0.5,40.0,1.0923861098532586
cheby2,8,500,True,0.5,60.0,1.0926512183793136
ellip,7,600,True,0.5,60.0,1.0937396292079715
ellip,8,400,True,0.1,30.0,1.0943045649168117
cheby2,3,3200,False,0.5,40.0,1.0945503926212525
ellip,3,2300,False,0.5,50.0,1.0967648920078792
cheby2,5,2700,False,0.5,30.0,1.0971546253011568
ellip,8,2800,False,0.1,40.0,1.0991602556076094
cheby2,7,3100,False,0.5,50.0,1.1002001698384758
ellip,6,2500,False,0.1,30.0,1.1031309695947038
ellip,7,2900,False,1.0,40.0,1.1032831586485259
cheby1,8,3300,False,0.1,40.0,1.1033479458545377
ellip,6,300,True,0.1,50.0,1.1034821201932934
cheby1,3,2500,False,1.0,40.0,1.1038697135855795
ellip,4,300,True,0.1,30.0,1.1039882602336522
ellip,5,500,True,0.5,60.0,1.104201742115861
butter,2,1800,False,0.5,40.0,1.1045945500601144
ellip,5,2600,False,0.1,40.0,1.1051688189131745
cheby2,4,900,True,0.5,50.0,1.1061402185285243
ellip,7,3000,False,0.1,60.0,1.1063831617080788
ellip,5,2700,False,0.1,50.0,1.1068539501870813
ellip,6,2700,False,0.1,40.0,1.107590553747807
cheby1,8,300,True,0.1,40.0,1.108170278647886
cheby1,7,3200,False,0.1,40.0,1.1091423110816163
ellip,5,2900,False,0.5,60.0,1.1091719265987776
ellip,3,2300,False,0.5,60.0,1.109636946177001
cheby1,5,300,True,0.1,40.0,1.1103369595883297
cheby2,7,2900,False,0.5,40.0,1.1103676371103097
cheby1,5,3000,False,0.5,40.0,1.1114030989164498
ellip,6,2900,False,0.1,60.0,1.112897984408835
ellip,5,300,True,0.1,60.0,1.1133358346301148
ellip,5,300,True,0.1,50.0,1.1141327720871
ellip,7,2900,False,0.1,50.0,1.1148198994575487
ellip,5,300,True,0.1,40.0,1.115167319576034
cheby2,2,1400,True,0.5,30.0,1.116687669508101
ellip,3,1900,False,0.1,40.0,1.1169712588894007
cheby1,8,400,True,0.5,40.0,1.1175704566380187
cheby2,4,700,True,0.5,40.0,1.1191750208598568
cheby2,8,400,True,0.5,40.0,1.119215716392626
ellip,5,300,True,0.1,30.0,1.1194415475879553
ellip,4,2200,False,0.1,30.0,1.119908828486315
cheby2,8,3200,False,0.5,60.0,1.1200186738396927
ellip,5,2800,False,1.0,40.0,1.1202962436161346
cheby1,4,2500,False,0.1,40.0,1.1205348287763692
cheby2,8,2600,False,0.5,30.0,1.1206189088443388
cheby1,3,2300,False,0.5,40.0,1.120945767764392
ellip,3,2400,False,1.0,40.0,1.1210917405409189
ellip,7,2600,False,0.5,30.0,1.123439575654049
ellip,5,2400,False,0.1,30.0,1.1238444789486166
ellip,6,300,True,0.1,40.0,1.126524478732895
ellip,5,2900,False,1.0,50.0,1.1267909403972252
ellip,3,2300,False,1.0,30.0,1.1272183036958427
ellip,4,2400,False,0.1,50.0,1.1275960120136836
ellip,6,2800,False,0.1,50.0,1.1302584302187142
cheby1,1,500,False,0.5,40.0,1.1324157228790508
ellip,1,500,False,0.5,30.0,1.1324157228790515
ellip,1,500,False,0.5,50.0,1.1324157228790515
ellip,1,500,False,0.5,40.0,1.1324157228790515
ellip,1,500,False,0.5,60.0,1.1324157228790515
cheby2,7,2600,False,0.5,30.0,1.1324710577911985
ellip,5,2600,False,1.0,30.0,1.1341564000655835
butter,3,2200,False,0.5,40.0,1.1343326781389231
ellip,7,3100,False,1.0,60.0,1.1349195205713623
ellip,5,2700,False,0.5,40.0,1.13501967929195
cheby2,2,2700,True,0.5,50.0,1.136466323200967
ellip,3,1800,False,0.1,30.0,1.13701578443276
cheby2,6,2900,False,0.5,40.0,1.1388523372336532
cheby2,6,3100,False,0.5,50.0,1.1401233164338225
ellip,3,500,True,1.0,30.0,1.1405924755090968
ellip,3,2200,False,0.5,40.0,1.1406420637470693
ellip,3,1900,False,0.1,50.0,1.1406994635389924
butter,1,1300,False,0.5,40.0,1.14114041921918
ellip,3,500,True,1.0,40.0,1.1413943278095815
ellip,3,500,True,1.0,50.0,1.1421181378489131
ellip,3,500,True,1.0,60.0,1.1426422040016762
ellip,7,3000,False,1.0,50.0,1.1429746524775213
ellip,5,2800,False,0.5,50.0,1.1430996467594756
cheby1,3,500,True,1.0,40.0,1.143223546948722
cheby2,5,800,True,0.5,60.0,1.1440078606552688
ellip,7,2800,False,0.5,40.0,1.144439649195213
cheby1,7,3300,False,1.0,40.0,1.1450522036295696
ellip,7,2500,False,0.1,30.0,1.1454387602688618
ellip,4,2300,False,0.1,40.0,1.1462064790048225
ellip,8,2900,False,0.1,50.0,1.1476086699313368
ellip,5,2500,False,0.5,30.0,1.1479692237996986
ellip,8,2500,False,0.1,30.0,1.1480941583733424
cheby2,5,3300,False,0.5,60.0,1.1496558006137756
butter,6,2900,False,0.5,40.0,1.1497755777291763
ellip,3,2100,False,0.5,30.0,1.1511001526416083
butter,4,2500,False,0.5,40.0,1.1515173341284723
cheby2,6,2600,False,0.5,30.0,1.1518165795267403
ellip,3,1900,False,0.1,60.0,1.1518699324154544
ellip,3,2400,False,1.0,50.0,1.1535600402516333
ellip,8,3000,False,0.1,60.0,1.1535727269338347
cheby2,4,2700,False,0.5,30.0,1.1546956126815853
cheby2,7,3200,False,0.5,60.0,1.1562010597756212
cheby1,1,700,False,1.0,40.0,1.1568680623330472
ellip,1,700,False,1.0,50.0,1.1568680623330476
ellip,1,700,False,1.0,60.0,1.1568680623330476
ellip,1,700,False,1.0,40.0,1.1568680623330476
ellip,1,700,False,1.0,30.0,1.1568680623330476
ellip,4,2400,False,0.1,60.0,1.157214403992683
ellip,2,1000,False,0.1,30.0,1.1592226452435244
ellip,7,500,True,0.5,50.0,1.1601440328245585
ellip,5,2700,False,0.1,60.0,1.1603309051355526
cheby1,7,300,True,0.1,40.0,1.1611849449951854
cheby1,3,1900,False,0.1,40.0,1.1616260392911866
cheby1,5,2800,False,0.1,40.0,1.1622128944270038
cheby1,5,500,True,0.5,40.0,1.1622142399652362
cheby2,3,1400,True,0.5,50.0,1.1644726315810285
cheby2,4,3000,False,0.5,40.0,1.1665572854296669
ellip,7,2700,False,0.1,40.0,1.1682474636718947
ellip,3,2400,False,1.0,60.0,1.169087183714835
ellip,3,2200,False,0.5,50.0,1.1704965016797102
cheby1,6,3000,False,0.1,40.0,1.1707150663983452
ellip,2,1000,False,0.1,40.0,1.1733394716923173
ellip,7,300,True,0.1,60.0,1.1734765983284252
ellip,5,600,True,1.0,30.0,1.1751567908311282
ellip,6,2400,False,0.1,30.0,1.1767207503617685
ellip,7,2600,False,1.0,30.0,1.1777224866987976
ellip,2,1000,False,0.1,50.0,1.1778460159896582
ellip,6,300,True,0.1,30.0,1.1792437869693901
ellip,2,1000,False,0.1,60.0,1.179275476368757
butter,7,3000,False,0.5,40.0,1.1792963348744152
butter,8,3100,False,0.5,40.0,1.1793295205587577
butter,5,2700,False,0.5,40.0,1.1794068234622666
cheby1,2,1000,False,0.1,40.0,1.1799372827147763
ellip,5,400,True,0.5,30.0,1.1817574348191362
cheby1,3,2400,False,1.0,40.0,1.1827759017541948
butter,2,1700,False,0.5,40.0,1.182866836439244
ellip,3,2200,False,0.5,60.0,1.1846810768338971
ellip,8,2700,False,0.1,40.0,1.1850288374435647
cheby2,5,2600,False,0.5,30.0,1.1854737732787881
ellip,7,600,True,1.0,30.0,1.1862716318123658
cheby2,3,2800,False,0.5,30.0,1.1880281030857138
cheby2,5,2900,False,0.5,40.0,1.1880739679625247
ellip,5,2500,False,0.1,40.0,1.1881194766302017
ellip,7,3000,False,0.5,60.0,1.1897471853281842
ellip,6,2600,False,0.1,40.0,1.1900596819477915
cheby2,8,3000,False,0.5,50.0,1.190314993484372
ellip,8,300,True,0.1,60.0,1.1906707639308372
cheby2,8,2800,False,0.5,40.0,1.1907832413782309
ellip,3,1800,False,0.1,40.0,1.191345043597842
ellip,7,2900,False,0.5,50.0,1.191508599071717
ellip,7,300,True,0.1,50.0,1.1917768079085056
ellip,4,2100,False,0.1,30.0,1.192786029686163
ellip,5,2600,False,0.1,50.0,1.192800571529307
ellip,5,2900,False,1.0,60.0,1.1955144710475694
cheby1,4,2400,False,0.1,40.0,1.196796841643951
cheby1,3,2200,False,0.5,40.0,1.1971378830976245
cheby2,4,3200,False,0.5,50.0,1.1987118066999467
ellip,3,2300,False,1.0,40.0,1.1997082950161833
cheby2,4,1100,True,0.5,60.0,1.201482102034692
cheby2,2,3100,False,0.5,30.0,1.2016610691260468
ellip,5,2300,False,0.1,30.0,1.2022169989425406
ellip,4,2300,False,0.1,50.0,1.20222642720526
ellip,7,2800,False,1.0,40.0,1.203001454746953
ellip,3,2200,False,1.0,30.0,1.205422016804185
cheby2,8,2500,False,0.5,30.0,1.205873695165784
cheby1,6,300,True,0.5,40.0,1.20622434938913
cheby1,5,3000,False,1.0,40.0,1.206600143280285
ellip,6,2800,False,0.1,60.0,1.2070693073726833
ellip,7,2500,False,0.5,30.0,1.208073022219067
ellip,5,2800,False,0.5,60.0,1.2083028965162372
cheby1,7,800,True,1.0,40.0,1.2086171387047735
cheby2,5,3100,False,0.5,50.0,1.2112370027737454
cheby2,7,2800,False,0.5,40.0,1.2114253737318084
butter,3,2100,False,0.5,40.0,1.2127164154299892
ellip,7,2900,False,0.1,60.0,1.213108337432698
ellip,5,2700,False,1.0,40.0,1.2144855384445283
ellip,7,2800,False,0.1,50.0,1.2145853903501111
ellip,3,1700,False,0.1,30.0,1.2149026272152799
cheby2,6,3200,False,0.5,60.0,1.2154276780180628
ellip,5,600,True,1.0,40.0,1.217199833739449
ellip,3,1800,False,0.1,50.0,1.2173387575215322
cheby2,6,400,True,0.5,30.0,1.2178718323061868
ellip,3,2100,False,0.5,40.0,1.2181962465888625
cheby2,3,1000,True,0.5,40.0,1.2184604259960117
cheby2,2,2000,True,0.5,40.0,1.219084958930599
cheby1,5,2900,False,0.5,40.0,1.2196604115186402
cheby2,7,2500,False,0.5,30.0,1.220015756792399
cheby2,7,3000,False,0.5,50.0,1.2202389355648793
cheby1,8,500,True,0.5,40.0,1.2206666746082233
ellip,6,2700,False,0.1,50.0,1.220811772275179
ellip,5,2500,False,1.0,30.0,1.2213491435532282
ellip,4,2200,False,0.1,40.0,1.2216617635011402
cheby1,7,3200,False,0.5,40.0,1.2234019318166673
ellip,5,2600,False,0.5,40.0,1.2257811272413348
ellip,8,2400,False,0.1,30.0,1.2279544415376795
ellip,7,2400,False,0.1,30.0,1.2282521154739166
ellip,3,2000,False,0.5,30.0,1.2294884054298403
ellip,5,2800,False,1.0,50.0,1.2295308736982797
ellip,3,1800,False,0.1,60.0,1.2295705311060265
ellip,5,2400,False,0.5,30.0,1.2305396419922532
ellip,5,400,True,0.5,40.0,1.231215405362018
ellip,4,2300,False,0.1,60.0,1.2352062731107036
ellip,3,2300,False,1.0,50.0,1.235531437808536
butter,1,1200,False,0.5,40.0,1.2361114342649533
butter,4,2400,False,0.5,40.0,1.2362516901880578
cheby2,3,3100,False,0.5,40.0,1.2379465899095863
ellip,5,500,True,1.0,30.0,1.2381019631400951
ellip,7,500,True,0.5,60.0,1.2384432514230397
ellip,5,2700,False,0.5,50.0,1.239603841134678
cheby2,3,1800,True,0.5,60.0,1.2399109435358053
cheby1,3,1800,False,0.1,40.0,1.2402509425277015
ellip,7,300,True,0.1,40.0,1.2402569075842538
ellip,7,2700,False,0.5,40.0,1.2412933647022977
cheby2,6,2500,False,0.5,30.0,1.2423630696953665
cheby1,7,3100,False,0.1,40.0,1.243421753642586
cheby2,6,2800,False,0.5,40.0,1.2439493888285602
ellip,7,400,True,0.5,30.0,1.2446271752048614
ellip,8,2800,False,0.1,50.0,1.2481750806996874
cheby1,8,3200,False,0.1,40.0,1.2504781543687458
ellip,3,2100,False,0.5,50.0,1.250925279436868
ellip,3,400,True,1.0,30.0,1.2512121465776194
cheby2,4,2600,False,0.5,30.0,1.251582577346733
ellip,2,3300,False,0.5,30.0,1.2521975455805963
ellip,5,600,True,1.0,50.0,1.252435974535222
ellip,2,3300,False,0.5,40.0,1.2525925728476857
ellip,3,2300,False,1.0,60.0,1.25264718981555
ellip,2,3300,False,0.5,50.0,1.2527208024280405
ellip,2,3300,False,0.5,60.0,1.2527616881217405
cheby1,2,3300,False,0.5,40.0,1.2527806516019862
ellip,5,2600,False,0.1,60.0,1.252951637568461
ellip,2,3200,False,0.5,30.0,1.2532887373032506
ellip,2,3200,False,0.5,40.0,1.253830989920372
ellip,2,3200,False,0.5,50.0,1.2540065821395137
ellip,2,3200,False,0.5,60.0,1.2540625284919096
cheby1,2,3200,False,0.5,40.0,1.2540884708328364
butter,6,2800,False,0.5,40.0,1.2543127759802726
ellip,2,3100,False,0.5,30.0,1.2546609923483443
ellip,2,3100,False,0.5,40.0,1.2553762608800991
ellip,2,3100,False,0.5,50.0,1.2556075800810604
ellip,2,3100,False,0.5,60.0,1.2556812528374015
cheby1,2,3100,False,0.5,40.0,1.255715410238991
ellip,2,3000,False,0.5,30.0,1.2565573379957689
ellip,2,3000,False,0.5,40.0,1.2574654468145918
ellip,2,3000,False,0.5,50.0,1.257759017557554
ellip,7,2900,False,1.0,50.0,1.25780571488111
ellip,2,3000,False,0.5,60.0,1.2578525055213525
cheby1,2,3000,False,0.5,40.0,1.2578958481576972
ellip,7,500,True,1.0,30.0,1.2580488745462697
ellip,2,2900,False,0.5,30.0,1.2591161967636997
ellip,6,2300,False,0.1,30.0,1.2591700028979058
cheby2,8,3100,False,0.5,60.0,1.259384567516444
ellip,7,3000,False,1.0,60.0,1.2597836729506207
ellip,2,2900,False,0.5,40.0,1.2602375869757079
cheby1,5,2700,False,0.1,40.0,1.2605342043677803
ellip,2,2900,False,0.5,50.0,1.2606000933551869
ellip,7,600,True,1.0,40.0,1.2606083789217284
ellip,2,2900,False,0.5,60.0,1.260715532592761
cheby1,2,2900,False,0.5,40.0,1.2607690519965893
ellip,2,2800,False,0.5,30.0,1.2624259609248147
ellip,7,2600,False,0.1,40.0,1.263189721583284
ellip,8,2900,False,0.1,60.0,1.2635140073881255
ellip,2,2800,False,0.5,40.0,1.263783655502421
ellip,2,2800,False,0.5,50.0,1.2642225871742674
ellip,2,2800,False,0.5,60.0,1.2643623675087017
cheby1,2,2800,False,0.5,40.0,1.2644271724148193
ellip,8,300,True,0.1,50.0,1.2657966428004088
ellip,3,2100,False,0.5,60.0,1.2664671861528332
ellip,2,2700,False,0.5,30.0,1.266554258469919
cheby1,3,2300,False,1.0,40.0,1.2677283788695366
ellip,2,2700,False,0.5,40.0,1.2681753828815256
cheby2,6,3000,False,0.5,50.0,1.2682199260248668
ellip,2,2700,False,0.5,50.0,1.2686995294330472
ellip,2,2700,False,0.5,60.0,1.2688664520470132
cheby1,2,2700,False,0.5,40.0,1.268943841481704
ellip,7,2500,False,1.0,30.0,1.269348611046143
ellip,3,300,True,0.5,30.0,1.27017434334742
butter,2,1600,False,0.5,40.0,1.271072371915513
ellip,2,2600,False,0.5,30.0,1.2715701724131454
ellip,4,2000,False,0.1,30.0,1.2730961533439045
ellip,2,2600,False,0.5,40.0,1.2734875913263715
ellip,2,2600,False,0.5,50.0,1.2741075509747228
ellip,2,2600,False,0.5,60.0,1.274304988456111
cheby1,2,2600,False,0.5,40.0,1.2743965256245395
ellip,3,1700,False,0.1,40.0,1.2744048645299604
butter,1,400,True,0.5,40.0,1.274886075449106
butter,5,2600,False,0.5,40.0,1.2750514075995565
cheby2,2,1300,True,0.5,30.0,1.2751579408527298
ellip,5,2400,False,0.1,40.0,1.2757501749898956
ellip,4,3300,False,0.5,30.0,1.27597088300129
ellip,2,2500,False,0.5,30.0,1.2775673094198574
ellip,2,900,False,0.1,30.0,1.2776999743416955
cheby1,7,600,True,0.5,40.0,1.278031054994726
ellip,8,2600,False,0.1,40.0,1.278595091958532
cheby1,4,2300,False,0.1,40.0,1.2792036273363976
ellip,6,2500,False,0.1,40.0,1.2797378135655424
ellip,2,2500,False,0.5,40.0,1.279820427983877
cheby1,3,2100,False,0.5,40.0,1.2801116571205304
ellip,2,2500,False,0.5,50.0,1.2805488616857632
cheby2,5,2500,False,0.5,30.0,1.280551490525631
ellip,2,2500,False,0.5,60.0,1.2807808384533175
cheby1,2,2500,False,0.5,40.0,1.2808883879455462
cheby1,6,2900,False,0.1,40.0,1.2821386741654046
ellip,4,2200,False,0.1,50.0,1.2836608788046562
ellip,3,300,True,0.5,40.0,1.2836646846415198
ellip,3,400,True,1.0,40.0,1.2842252838600516
ellip,2,2400,False,0.5,30.0,1.2846808242953718
ellip,3,2200,False,1.0,40.0,1.284940035792087
ellip,5,600,True,1.0,60.0,1.2850504542741672
ellip,5,2500,False,0.1,50.0,1.2857473090897527
ellip,4,3200,False,0.5,30.0,1.286275995079209
ellip,4,3300,False,0.5,40.0,1.2864510706557117
ellip,5,400,True,0.5,50.0,1.2865900045420298
ellip,6,3300,False,0.5,30.0,1.2868471075205858
ellip,2,2400,False,0.5,40.0,1.287315690624078
ellip,2,2400,False,0.5,50.0,1.288167365823801
ellip,2,2400,False,0.5,60.0,1.2884385730371088
cheby1,2,2400,False,0.5,40.0,1.2885643078954094
ellip,8,3300,False,0.5,30.0,1.288701563415007
ellip,5,2200,False,0.1,30.0,1.2887174246949764
cheby2,4,2900,False,0.5,40.0,1.2891896192161962
ellip,3,300,True,0.5,50.0,1.2902830256682059
ellip,3,2100,False,1.0,30.0,1.2903032802918815
cheby2,3,700,True,0.5,30.0,1.2909915301743053
ellip,2,2300,False,0.5,30.0,1.2930977538577741
ellip,3,300,True,0.5,60.0,1.293476728197863
ellip,4,3300,False,0.5,50.0,1.2935480607113965
ellip,2,900,False,0.1,40.0,1.2935992047033005
cheby2,8,2700,False,0.5,40.0,1.2947138155615512
ellip,2,2300,False,0.5,40.0,1.2961670159858025
cheby1,3,300,True,0.5,40.0,1.2963172077516762
ellip,2,2300,False,0.5,50.0,1.2971588033029917
ellip,2,2300,False,0.5,60.0,1.29747459883172
cheby1,2,2300,False,0.5,40.0,1.2976210007008862
butter,7,2900,False,0.5,40.0,1.2977307744118078
cheby2,3,2700,False,0.5,30.0,1.2978113431948446
ellip,4,3300,False,0.5,60.0,1.297982785740026
ellip,7,2400,False,0.5,30.0,1.2981053982796282
butter,3,2000,False,0.5,40.0,1.2986387328246918
ellip,2,900,False,0.1,50.0,1.2986729897661735
cheby2,8,2400,False,0.5,30.0,1.2988240855885873
ellip,4,3100,False,0.5,30.0,1.2996822271232684
ellip,2,900,False,0.1,60.0,1.3002822057927739
ellip,4,3200,False,0.5,40.0,1.3007082865559079
cheby1,2,900,False,0.1,40.0,1.3010272071827202
ellip,6,3200,False,0.5,30.0,1.301594012311489
cheby2,5,2800,False,0.5,40.0,1.30193682993441
ellip,3,400,True,1.0,50.0,1.3022694237742245
ellip,3,1600,False,0.1,30.0,1.3024612212264417
ellip,3,1700,False,0.1,50.0,1.3028434268590112
ellip,3,2000,False,0.5,40.0,1.302858189651175
ellip,7,2800,False,0.5,50.0,1.3029631663375338
ellip,2,2200,False,0.5,30.0,1.3030643523594372
cheby2,7,3100,False,0.5,60.0,1.303854316350675
cheby1,4,3300,False,0.5,40.0,1.3042036941554358
ellip,4,2100,False,0.1,40.0,1.3048758388435773
ellip,8,3200,False,0.5,30.0,1.3049419618821227
ellip,2,2200,False,0.5,40.0,1.3066272773143988
ellip,5,2800,False,1.0,60.0,1.307602978031157
ellip,7,2700,False,1.0,40.0,1.307649813235958
ellip,2,2200,False,0.5,50.0,1.3077781697935862
ellip,2,2200,False,0.5,60.0,1.3081445856077039
ellip,6,2700,False,0.1,60.0,1.3082186870635903
cheby1,2,2200,False,0.5,40.0,1.308314448363556
cheby2,2,3100,True,0.5,60.0,1.3095302247313458
ellip,6,3300,False,0.5,40.0,1.309875179722638
butter,8,3000,False,0.5,40.0,1.3103890608986328
ellip,4,3200,False,0.5,50.0,1.3104830722436491
ellip,7,2900,False,0.5,60.0,1.3107577054719035
ellip,3,400,True,1.0,60.0,1.3113097364812853
ellip,5,2400,False,1.0,30.0,1.3127168048355495
cheby2,2,2600,True,0.5,50.0,1.3129213780890725
cheby2,8,2900,False,0.5,50.0,1.3131088391585657
cheby1,7,3200,False,1.0,40.0,1.3131092588158193
ellip,5,2700,False,0.5,60.0,1.3132802100130452
cheby2,3,3300,False,0.5,50.0,1.314249010878193
cheby2,7,2400,False,0.5,30.0,1.3146669334937353
ellip,2,2100,False,0.5,30.0,1.3148917472624935
ellip,3,1900,False,0.5,30.0,1.3152694630356836
ellip,5,2600,False,1.0,40.0,1.315468165817633
ellip,4,3000,False,0.5,30.0,1.3156498411926452
ellip,3,1700,False,0.1,60.0,1.3162195674184163
ellip,8,2300,False,0.1,30.0,1.31627450185336
ellip,4,3200,False,0.5,60.0,1.3165917696739051
ellip,8,3300,False,0.5,40.0,1.3171158598736885
ellip,6,2600,False,0.1,50.0,1.3178134997294042
cheby2,7,2700,False,0.5,40.0,1.3182088477365355
ellip,4,3100,False,0.5,40.0,1.318711986430165
ellip,2,2100,False,0.5,40.0,1.3190146824908417
cheby1,3,400,True,1.0,40.0,1.319502005374144
ellip,7,2300,False,0.1,30.0,1.3196331125530174
ellip,4,2200,False,0.1,60.0,1.3201133799461808
ellip,6,3100,False,0.5,30.0,1.3202926502282228
ellip,2,2100,False,0.5,50.0,1.3203459568740574
ellip,2,2100,False,0.5,60.0,1.3207697515235859
ellip,7,2700,False,0.1,50.0,1.320890004919115
cheby1,2,2100,False,0.5,40.0,1.320966205781452
ellip,5,2300,False,0.5,30.0,1.3216789037970689
cheby2,5,3200,False,0.5,60.0,1.3227887902402373
ellip,5,2500,False,0.5,40.0,1.3231059123352884
ellip,3,2200,False,1.0,50.0,1.324180376040222
ellip,8,3100,False,0.5,30.0,1.3247749836667162
cheby1,4,3200,False,0.5,40.0,1.325161023082216
cheby1,1,600,False,1.0,40.0,1.3257292782795018
ellip,1,600,False,1.0,30.0,1.325729278279502
ellip,1,600,False,1.0,50.0,1.325729278279502
ellip,1,600,False,1.0,60.0,1.325729278279502
ellip,1,600,False,1.0,40.0,1.325729278279502
ellip,7,2800,False,0.1,60.0,1.3270544147987968
butter,4,2300,False,0.5,40.0,1.3277803913188595
cheby1,3,1700,False,0.1,40.0,1.3278961681372308
ellip,2,2000,False,0.5,30.0,1.3289623458157573
cheby1,5,2900,False,1.0,40.0,1.3304066554005078
ellip,4,3100,False,0.5,50.0,1.3315845670650688
ellip,6,3300,False,0.5,50.0,1.3317623707404775
ellip,5,400,True,0.5,60.0,1.3326746814102723
ellip,6,3200,False,0.5,40.0,1.3336848326242599
ellip,2,2000,False,0.5,40.0,1.3337202314777832
cheby2,4,3300,False,0.5,60.0,1.3337869491933463
cheby1,5,2800,False,0.5,40.0,1.3341870687946642
cheby2,6,600,True,0.5,60.0,1.3344741828031499
ellip,4,2900,False,0.5,30.0,1.3348936402538996
ellip,2,2000,False,0.5,50.0,1.3352559287799395
ellip,2,2000,False,0.5,60.0,1.335744739609787
cheby1,2,2000,False,0.5,40.0,1.3359713231601291
ellip,5,2700,False,1.0,50.0,1.3376269608055442
ellip,3,2000,False,0.5,50.0,1.3386064796614687
cheby1,6,400,True,0.5,40.0,1.3389110996538522
