tipo,ordem,fc,fase_zero,rp,rs,rmse
cheby1,3,2600,True,0.5,40.0,0.4823494404248712
ellip,5,2700,True,0.5,30.0,0.4823715726637544
ellip,7,3000,True,1.0,60.0,0.4825446162798647
butter,7,700,True,0.5,40.0,0.482629938174129
ellip,7,1500,True,1.0,40.0,0.48266130982642436
ellip,7,2700,True,0.5,50.0,0.48266384005629365
ellip,5,2700,True,0.5,40.0,0.4827326531360524
cheby1,5,3000,True,1.0,40.0,0.482872268590082
cheby2,8,2800,True,0.5,50.0,0.48323795108665163
ellip,5,2700,True,0.5,50.0,0.4833217882742947
butter,4,2600,True,0.5,40.0,0.4833522004258374
cheby2,4,3000,True,0.5,30.0,0.48367606944997604
cheby1,5,2400,True,0.1,40.0,0.4837899935573153
ellip,5,2700,True,0.5,60.0,0.4838850690741457
cheby2,8,2900,True,0.5,60.0,0.4842891927340948
cheby1,7,2600,True,0.5,40.0,0.48429064642986674
cheby1,8,900,True,0.1,40.0,0.48429257102442463
cheby2,5,3000,True,0.5,40.0,0.4844640208406988
ellip,7,2700,True,0.5,60.0,0.4845736092273312
cheby2,6,3000,True,0.5,50.0,0.4849476042737598
cheby1,1,2400,True,1.0,40.0,0.485075600314918
ellip,1,2400,True,1.0,60.0,0.48507560031491803
ellip,1,2400,True,1.0,30.0,0.48507560031491803
ellip,1,2400,True,1.0,50.0,0.48507560031491803
ellip,1,2400,True,1.0,40.0,0.48507560031491803
cheby1,5,2700,True,0.5,40.0,0.4852390401032918
cheby2,7,3000,True,0.5,60.0,0.48525690152807327
butter,6,700,True,0.5,40.0,0.485406395493847
cheby1,7,1300,True,0.5,40.0,0.4854588014320087
ellip,7,2500,True,0.1,30.0,0.48571319198043383
cheby2,7,2900,True,0.5,50.0,0.48616594004266067
ellip,3,2300,True,0.1,30.0,0.4862177941834769
ellip,5,1200,True,1.0,30.0,0.4863507011048158
ellip,7,2500,True,0.1,40.0,0.4864960358255289
butter,5,2600,True,0.5,40.0,0.48670638984741804
cheby2,7,2700,True,0.5,30.0,0.48678730345263865
cheby2,7,2800,True,0.5,40.0,0.4869095907032081
cheby1,3,3000,True,1.0,40.0,0.48713782106973824
ellip,3,3000,True,1.0,60.0,0.48721941799609253
ellip,7,2500,True,0.1,50.0,0.48730017224575484
ellip,3,3000,True,1.0,50.0,0.48731802158184817
ellip,3,3000,True,1.0,40.0,0.48754568158033956
ellip,3,2300,True,0.1,40.0,0.4876341282091676
ellip,7,2500,True,0.1,60.0,0.48803757710972795
ellip,3,3000,True,1.0,30.0,0.48809987667670174
cheby2,4,3200,True,0.5,40.0,0.4882252771552832
ellip,3,2300,True,0.1,50.0,0.4883084361556393
cheby2,6,2900,True,0.5,40.0,0.488350644622907
ellip,7,3100,True,1.0,50.0,0.48838450243089615
ellip,1,2000,True,0.5,50.0,0.48844330687379833
ellip,1,2000,True,0.5,60.0,0.48844330687379833
ellip,1,2000,True,0.5,40.0,0.48844330687379833
cheby1,1,2000,True,0.5,40.0,0.48844330687379833
ellip,1,2000,True,0.5,30.0,0.48844330687379833
butter,2,2800,True,0.5,40.0,0.4884583881787492
butter,3,2700,True,0.5,40.0,0.4885156416033662
cheby1,7,2900,True,1.0,40.0,0.48852322773167484
ellip,7,3100,True,1.0,60.0,0.4885247656796801
butter,5,700,True,0.5,40.0,0.48859404862210803
ellip,3,2300,True,0.1,60.0,0.48862528061160065
ellip,3,2700,True,0.5,30.0,0.48878385767035876
cheby1,3,2300,True,0.1,40.0,0.4889017468150254
butter,6,2600,True,0.5,40.0,0.4889776912242682
ellip,7,3100,True,1.0,40.0,0.4890658479422255
ellip,3,2700,True,0.5,40.0,0.4893067460051003
cheby2,7,1100,True,0.5,60.0,0.4893526946648795
cheby1,7,3000,True,1.0,40.0,0.4895473535073598
ellip,3,2700,True,0.5,50.0,0.4895732646210722
ellip,7,1900,True,1.0,60.0,0.48961073464760735
ellip,3,2700,True,0.5,60.0,0.4897023580846845
ellip,5,1500,True,1.0,50.0,0.4897499163775173
ellip,5,3100,True,1.0,60.0,0.48975103215664834
ellip,5,3100,True,1.0,50.0,0.48977287323309654
cheby1,3,2700,True,0.5,40.0,0.4898170045408377
cheby1,5,1800,True,1.0,40.0,0.48995220790549976
cheby2,5,1500,True,0.5,60.0,0.49009252539047427
ellip,5,3100,True,1.0,40.0,0.49011401768762447
cheby1,5,3100,True,1.0,40.0,0.49015774842783966
ellip,5,2500,True,0.1,30.0,0.490169937923984
cheby1,7,2700,True,0.5,40.0,0.49029414247616726
cheby1,7,2500,True,0.1,40.0,0.49034958067586415
butter,7,2600,True,0.5,40.0,0.4906371339296909
ellip,7,3100,True,1.0,30.0,0.4906404573409879
ellip,7,2800,True,0.5,40.0,0.4906456545159684
ellip,7,2800,True,0.5,50.0,0.4908138393786557
ellip,7,2800,True,0.5,30.0,0.49083255574809564
cheby2,5,2900,True,0.5,30.0,0.4909416704235967
cheby2,6,2800,True,0.5,30.0,0.49099176736904504
cheby1,7,2800,True,1.0,40.0,0.4910792316438791
cheby2,5,3300,True,0.5,60.0,0.4911771689385381
cheby2,8,1000,True,0.5,60.0,0.4911850477789595
ellip,5,3100,True,1.0,30.0,0.4913270344432466
ellip,5,2500,True,0.1,40.0,0.4914249085040121
ellip,1,1100,True,0.1,50.0,0.4914290885612035
ellip,1,1100,True,0.1,40.0,0.4914290885612035
ellip,1,1100,True,0.1,30.0,0.4914290885612035
ellip,1,1100,True,0.1,60.0,0.4914290885612035
cheby1,1,1100,True,0.1,40.0,0.4914290885612037
ellip,7,2800,True,0.5,60.0,0.49146688795792687
ellip,5,2800,True,0.5,30.0,0.491700951064355
butter,8,2600,True,0.5,40.0,0.4919111404676907
ellip,7,1700,True,1.0,50.0,0.4919154814956747
ellip,5,2800,True,0.5,40.0,0.49197775518979847
butter,4,700,True,0.5,40.0,0.49199960677421756
cheby2,4,1600,True,0.5,50.0,0.4920790518382736
ellip,5,2500,True,0.1,50.0,0.49222662592523925
ellip,5,2800,True,0.5,50.0,0.4922893158687481
butter,1,900,True,0.5,40.0,0.49240059056082575
butter,1,3100,True,0.5,40.0,0.49241867489094426
ellip,5,2800,True,0.5,60.0,0.4925813084885242
cheby1,7,2700,True,1.0,40.0,0.49271972801020775
ellip,5,2500,True,0.1,60.0,0.4927573377072822
ellip,1,2500,True,1.0,60.0,0.4928584163221799
cheby1,1,2500,True,1.0,40.0,0.4928584163221799
ellip,1,2500,True,1.0,30.0,0.4928584163221799
ellip,1,2500,True,1.0,50.0,0.4928584163221799
ellip,1,2500,True,1.0,40.0,0.4928584163221799
cheby2,8,2700,True,0.5,30.0,0.4929504952950851
ellip,5,800,True,0.5,50.0,0.49306760538135785
cheby1,7,3100,True,1.0,40.0,0.4930950196445556
ellip,5,1600,True,1.0,60.0,0.4931572164332504
cheby1,5,2800,True,0.5,40.0,0.4933309467478377
cheby1,5,2500,True,0.1,40.0,0.4937488567393615
butter,4,2700,True,0.5,40.0,0.49387896984602153
cheby2,5,3200,True,0.5,50.0,0.4944888204459533
cheby1,7,2600,True,1.0,40.0,0.49472860719107403
ellip,7,2600,True,0.1,30.0,0.4947726692167913
ellip,7,1000,True,0.5,60.0,0.4948451621917666
ellip,3,1000,True,1.0,40.0,0.49499213679441684
ellip,3,2400,True,0.1,30.0,0.4949957393537313
cheby2,8,2800,True,0.5,40.0,0.4951756778463628
ellip,7,2600,True,0.1,40.0,0.49521007604390616
butter,3,700,True,0.5,40.0,0.4953106803428198
cheby1,1,2100,True,0.5,40.0,0.4954101487732804
ellip,1,2100,True,0.5,50.0,0.4954101487732804
ellip,1,2100,True,0.5,40.0,0.4954101487732804
ellip,1,2100,True,0.5,30.0,0.4954101487732804
ellip,1,2100,True,0.5,60.0,0.4954101487732804
ellip,7,2600,True,0.1,50.0,0.4955700321617769
ellip,7,2600,True,0.1,60.0,0.49584974036782625
cheby2,3,3300,True,0.5,30.0,0.49589691786866463
ellip,3,2400,True,0.1,40.0,0.4962365689459643
ellip,7,1200,True,1.0,30.0,0.4962598275877681
cheby1,7,2800,True,0.5,40.0,0.49641056386370996
ellip,7,3200,True,1.0,60.0,0.4965065590833698
ellip,3,2800,True,0.5,30.0,0.49662527756497316
cheby2,8,2900,True,0.5,50.0,0.496687520985711
ellip,7,3200,True,1.0,50.0,0.49680060704631396
ellip,3,2400,True,0.1,50.0,0.4968331611471392
ellip,5,2600,True,0.1,30.0,0.49683533674078273
cheby1,3,3100,True,1.0,40.0,0.49693721974906874
ellip,3,2800,True,0.5,40.0,0.49697524193617887
butter,5,2700,True,0.5,40.0,0.49701796424910727
cheby1,7,2600,True,0.1,40.0,0.4970754998402778
ellip,3,3100,True,1.0,60.0,0.49708898680705554
cheby1,5,3200,True,1.0,40.0,0.4970931131038575
ellip,3,2400,True,0.1,60.0,0.49711449303302424
ellip,3,2800,True,0.5,50.0,0.497162950242364
cheby1,6,800,True,0.1,40.0,0.4971922836234743
cheby1,5,900,True,0.5,40.0,0.4972205496499524
ellip,3,2800,True,0.5,60.0,0.49725576369692176
ellip,3,3100,True,1.0,50.0,0.49726756676531136
cheby1,3,2800,True,0.5,40.0,0.49733912942338293
cheby1,3,2400,True,0.1,40.0,0.4973604338916236
ellip,3,3100,True,1.0,40.0,0.49766368295922236
ellip,7,1400,True,1.0,40.0,0.4977311303973168
ellip,7,800,True,0.5,40.0,0.4977408121897697
ellip,5,3200,True,1.0,60.0,0.49774086539152196
ellip,7,2900,True,0.5,40.0,0.4977921014071278
ellip,7,2900,True,0.5,30.0,0.49780815294164266
cheby2,4,3100,True,0.5,30.0,0.49790847812184813
ellip,5,2600,True,0.1,40.0,0.49801312014251725
ellip,8,800,True,0.1,60.0,0.4980303564000381
ellip,7,2900,True,0.5,50.0,0.49806011953999535
ellip,7,3200,True,1.0,40.0,0.49810623820031175
cheby2,8,3000,True,0.5,60.0,0.4981175880962125
ellip,7,900,True,0.5,50.0,0.4981547074634632
cheby2,7,2800,True,0.5,30.0,0.49824352309717684
cheby2,6,3200,True,0.5,60.0,0.49836468390843147
ellip,5,3200,True,1.0,50.0,0.49837005959551156
ellip,7,2900,True,0.5,60.0,0.4983862329758241
ellip,5,2900,True,0.5,30.0,0.4984019678508781
ellip,3,3100,True,1.0,30.0,0.498561794947237
ellip,5,2900,True,0.5,40.0,0.4986252557881207
cheby1,7,3200,True,1.0,40.0,0.49869007255727155
cheby2,5,3100,True,0.5,40.0,0.4987592552490997
cheby2,7,2900,True,0.5,40.0,0.49888070469395196
butter,3,2800,True,0.5,40.0,0.49893527486798167
ellip,5,2600,True,0.1,50.0,0.4989387482596698
ellip,5,2900,True,0.5,50.0,0.49897598094689743
butter,6,2700,True,0.5,40.0,0.49904492238581094
cheby2,7,3000,True,0.5,50.0,0.49919674253967894
butter,2,2900,True,0.5,40.0,0.49923989166828936
ellip,5,2900,True,0.5,60.0,0.499268486072733
cheby2,6,3100,True,0.5,50.0,0.499300908479113
ellip,5,2600,True,0.1,60.0,0.49959244051413104
cheby2,7,3100,True,0.5,60.0,0.49967483523904305
ellip,5,3200,True,1.0,40.0,0.4996860301686733
ellip,1,1200,True,0.1,40.0,0.4997898825799883
ellip,1,1200,True,0.1,60.0,0.4997898825799883
ellip,1,1200,True,0.1,30.0,0.4997898825799883
ellip,1,1200,True,0.1,50.0,0.4997898825799883
cheby1,1,1200,True,0.1,40.0,0.49978988257998846
cheby2,2,3200,True,0.5,50.0,0.49987166923445014
cheby1,5,2900,True,0.5,40.0,0.49991378568036404
butter,7,2700,True,0.5,40.0,0.5004335474320603
ellip,5,1300,True,1.0,40.0,0.500435631980313
ellip,1,2600,True,1.0,30.0,0.5005622759672125
ellip,1,2600,True,1.0,60.0,0.5005622759672125
ellip,1,2600,True,1.0,40.0,0.5005622759672125
ellip,1,2600,True,1.0,50.0,0.5005622759672125
cheby1,1,2600,True,1.0,40.0,0.5005622759672126
cheby2,6,3000,True,0.5,40.0,0.5006718088302451
cheby1,7,2900,True,0.5,40.0,0.500820577707435
cheby1,5,2600,True,0.1,40.0,0.5008286803815798
cheby2,4,1300,True,0.5,40.0,0.5008338369218871
ellip,7,3200,True,1.0,30.0,0.5010755704830705
butter,8,2700,True,0.5,40.0,0.5014188837815593
cheby1,8,1000,True,0.1,40.0,0.5014453021390906
cheby1,7,2500,True,1.0,40.0,0.50145223215574
ellip,7,1800,True,1.0,60.0,0.5015448644501601
ellip,7,2700,True,0.1,30.0,0.5016399873750416
cheby2,6,2900,True,0.5,30.0,0.5016977324901895
cheby2,8,2800,True,0.5,30.0,0.5020593699187836
cheby1,1,2200,True,0.5,40.0,0.5021316658725268
ellip,1,2200,True,0.5,40.0,0.5021316658725269
ellip,1,2200,True,0.5,60.0,0.5021316658725269
ellip,1,2200,True,0.5,30.0,0.5021316658725269
ellip,1,2200,True,0.5,50.0,0.5021316658725269
ellip,3,1000,True,1.0,50.0,0.5022243880974941
ellip,5,3200,True,1.0,30.0,0.5023526541045676
ellip,7,2700,True,0.1,40.0,0.5025611717761543
cheby2,5,3000,True,0.5,30.0,0.5027628243183782
ellip,3,2500,True,0.1,30.0,0.5030125971450052
ellip,7,2700,True,0.1,50.0,0.5034839433254766
cheby1,7,2400,True,1.0,40.0,0.5035137066959778
ellip,5,800,True,0.5,60.0,0.5035717591631484
butter,4,2800,True,0.5,40.0,0.5038939559249522
cheby1,7,1200,True,0.5,40.0,0.5039941414068653
ellip,5,1400,True,1.0,50.0,0.5041571619595117
ellip,3,2500,True,0.1,40.0,0.5041607279442335
ellip,7,2700,True,0.1,60.0,0.5041851915019641
cheby1,7,3300,True,1.0,40.0,0.5042172842920379
ellip,3,2900,True,0.5,30.0,0.5043651168069679
butter,2,700,True,0.5,40.0,0.5045002262972755
ellip,7,3000,True,0.5,40.0,0.5045114900581041
ellip,3,2900,True,0.5,40.0,0.5046202357674232
cheby2,8,2900,True,0.5,40.0,0.504643718580143
cheby1,5,1700,True,1.0,40.0,0.5046686228790951
ellip,7,3000,True,0.5,50.0,0.5046805390602046
ellip,3,2500,True,0.1,50.0,0.5047104634308663
ellip,7,3000,True,0.5,30.0,0.504755288719929
ellip,3,2900,True,0.5,50.0,0.5047598932796684
butter,1,3200,True,0.5,40.0,0.5047836934701112
ellip,3,2900,True,0.5,60.0,0.5048294464268754
cheby1,3,2900,True,0.5,40.0,0.5048921567764916
ellip,7,3300,True,1.0,60.0,0.5048922502321849
ellip,7,3000,True,0.5,60.0,0.5049522063012669
ellip,3,2500,True,0.1,60.0,0.5049693242319003
cheby1,3,2500,True,0.1,40.0,0.5051954581167741
cheby2,4,3300,True,0.5,40.0,0.5054183064382972
ellip,5,2700,True,0.1,30.0,0.505679904364857
ellip,3,1000,True,1.0,60.0,0.505725905539259
ellip,5,3000,True,0.5,40.0,0.5058565315055721
ellip,5,3000,True,0.5,30.0,0.5059310059996295
cheby1,7,2700,True,0.1,40.0,0.506009242759344
ellip,5,3000,True,0.5,50.0,0.5060532421015754
cheby1,5,3300,True,1.0,40.0,0.506255948794541
ellip,5,3000,True,0.5,60.0,0.5062796363885008
ellip,7,3300,True,1.0,50.0,0.5063311172270581
ellip,5,1500,True,1.0,60.0,0.5063887156619475
ellip,7,1600,True,1.0,50.0,0.5064263287624804
ellip,8,800,True,0.1,50.0,0.5064273718239325
butter,5,2800,True,0.5,40.0,0.506694177172629
ellip,5,2700,True,0.1,40.0,0.5067863228590688
cheby1,7,3000,True,0.5,40.0,0.506792876943563
cheby1,5,3000,True,0.5,40.0,0.5068454883895993
cheby2,8,3000,True,0.5,50.0,0.507123713973167
cheby1,1,1300,True,0.1,40.0,0.5072502291055704
ellip,1,1300,True,0.1,60.0,0.5072502291055706
ellip,1,1300,True,0.1,40.0,0.5072502291055706
ellip,1,1300,True,0.1,30.0,0.5072502291055706
ellip,1,1300,True,0.1,50.0,0.5072502291055706
cheby1,3,3200,True,1.0,40.0,0.5073043277103488
ellip,3,3200,True,1.0,60.0,0.5074840132105809
ellip,5,2700,True,0.1,50.0,0.5075944147994887
ellip,3,3200,True,1.0,50.0,0.5076932074779128
cheby2,7,2900,True,0.5,30.0,0.5077813757171619
ellip,5,3300,True,1.0,60.0,0.5078798772838085
ellip,5,2700,True,0.1,60.0,0.5081485530668031
ellip,3,3200,True,1.0,40.0,0.5081498738612262
ellip,1,2700,True,1.0,60.0,0.5082095425472902
ellip,1,2700,True,1.0,50.0,0.5082095425472902
ellip,1,2700,True,1.0,40.0,0.5082095425472902
ellip,1,2700,True,1.0,30.0,0.5082095425472902
cheby1,1,2700,True,1.0,40.0,0.5082095425472903
butter,6,2800,True,0.5,40.0,0.5084583339878764
ellip,1,2300,True,0.5,50.0,0.5086391651984206
ellip,1,2300,True,0.5,30.0,0.5086391651984206
ellip,1,2300,True,0.5,60.0,0.5086391651984206
cheby1,1,2300,True,0.5,40.0,0.5086391651984206
ellip,1,2300,True,0.5,40.0,0.5086391651984206
ellip,7,3300,True,1.0,40.0,0.508661796965855
cheby1,3,1000,True,1.0,40.0,0.5088351709963931
ellip,5,3300,True,1.0,50.0,0.5089760924736032
butter,3,2900,True,0.5,40.0,0.5090440211479655
ellip,3,3200,True,1.0,30.0,0.5091577884473476
cheby1,5,2700,True,0.1,40.0,0.5091808742433194
cheby2,7,3000,True,0.5,40.0,0.5094888157471953
butter,7,2800,True,0.5,40.0,0.5096620351664269
cheby2,8,3100,True,0.5,60.0,0.5098011727361355
butter,2,3000,True,0.5,40.0,0.5099334386296321
ellip,6,800,True,0.1,60.0,0.5100022390128073
butter,8,2800,True,0.5,40.0,0.5105397842903908
cheby2,5,3300,True,0.5,50.0,0.5105563840118167
ellip,3,2600,True,0.1,30.0,0.5106172508302501
ellip,5,3300,True,1.0,40.0,0.5108401694822374
cheby2,7,3100,True,0.5,50.0,0.510988549226993
cheby2,3,2200,True,0.5,50.0,0.5111066134654139
cheby2,4,3200,True,0.5,30.0,0.5115286851828091
ellip,3,2600,True,0.1,40.0,0.5116678505244726
cheby1,7,2300,True,1.0,40.0,0.5118851527425146
ellip,7,3300,True,1.0,30.0,0.5119807897684607
cheby2,8,2900,True,0.5,30.0,0.5119956196985477
ellip,7,2800,True,0.1,30.0,0.5119965595845206
cheby2,7,800,True,0.5,30.0,0.5121581149084019
ellip,7,2800,True,0.1,40.0,0.5121698285155433
ellip,3,2600,True,0.1,50.0,0.5121712347754874
cheby2,5,3200,True,0.5,40.0,0.5122253163091345
cheby1,8,1100,True,0.1,40.0,0.5123351578206811
cheby2,6,3000,True,0.5,30.0,0.5123772025874013
ellip,7,2800,True,0.1,50.0,0.51239043020045
ellip,3,2600,True,0.1,60.0,0.5124084048137376
cheby2,6,3100,True,0.5,40.0,0.5124643378202262
cheby1,3,2600,True,0.1,40.0,0.5126156701680513
cheby2,6,3200,True,0.5,50.0,0.5126392846027044
ellip,7,2800,True,0.1,60.0,0.5126959757636712
ellip,3,900,True,1.0,30.0,0.51274059144921
ellip,3,3000,True,0.5,30.0,0.5127558224496853
ellip,3,3000,True,0.5,40.0,0.5128765192983716
cheby1,6,900,True,0.1,40.0,0.5128852652530115
cheby2,7,3200,True,0.5,60.0,0.5129063142075262
ellip,3,3000,True,0.5,50.0,0.5129485492051806
ellip,3,3000,True,0.5,60.0,0.5129856963939525
cheby1,3,3000,True,0.5,40.0,0.5130198433172496
ellip,7,3100,True,0.5,50.0,0.5130619340904939
ellip,7,3100,True,0.5,60.0,0.5130630902617921
ellip,7,3100,True,0.5,40.0,0.513345345882793
butter,4,2900,True,0.5,40.0,0.5135277639613101
cheby2,6,3300,True,0.5,60.0,0.5137459097177245
ellip,5,3300,True,1.0,30.0,0.5139346897554579
cheby1,1,1400,True,0.1,40.0,0.513965471364195
ellip,1,1400,True,0.1,60.0,0.5139654713641951
ellip,1,1400,True,0.1,30.0,0.5139654713641951
ellip,1,1400,True,0.1,40.0,0.5139654713641951
ellip,1,1400,True,0.1,50.0,0.5139654713641951
ellip,7,3100,True,0.5,30.0,0.5139899665266962
ellip,5,2800,True,0.1,30.0,0.5140943392839616
cheby1,7,2800,True,0.1,40.0,0.5141585916486174
cheby1,7,3100,True,0.5,40.0,0.5143442398625624
cheby2,5,3100,True,0.5,30.0,0.5143621882024413
cheby2,8,900,True,0.5,50.0,0.5145524154464106
ellip,5,1100,True,1.0,30.0,0.5148919326603113
ellip,6,800,True,0.1,50.0,0.5149547835202143
ellip,1,2400,True,0.5,30.0,0.5149603076254518
ellip,1,2400,True,0.5,50.0,0.5149603076254518
ellip,1,2400,True,0.5,60.0,0.5149603076254518
cheby1,1,2400,True,0.5,40.0,0.5149603076254518
ellip,1,2400,True,0.5,40.0,0.5149603076254518
ellip,5,2800,True,0.1,40.0,0.5149713146088031
ellip,5,3100,True,0.5,50.0,0.5149783235251342
ellip,5,3100,True,0.5,40.0,0.5149942910961726
ellip,5,3100,True,0.5,60.0,0.5150410789348798
ellip,8,900,True,0.1,60.0,0.5151002819026297
ellip,5,3100,True,0.5,30.0,0.5152882313110713
cheby1,5,3100,True,0.5,40.0,0.5152930846441016
cheby2,8,3000,True,0.5,40.0,0.5153292952087707
ellip,5,2800,True,0.1,50.0,0.5156418745375781
ellip,1,2800,True,1.0,50.0,0.5158209615992616
ellip,1,2800,True,1.0,60.0,0.5158209615992616
ellip,1,2800,True,1.0,30.0,0.5158209615992616
cheby1,1,2800,True,1.0,40.0,0.5158209615992616
ellip,1,2800,True,1.0,40.0,0.5158209615992616
ellip,8,800,True,0.1,40.0,0.5158979131834979
ellip,7,800,True,0.5,50.0,0.5159044235794565
butter,5,2900,True,0.5,40.0,0.516027821208098
ellip,5,2800,True,0.1,60.0,0.5161128373691098
ellip,7,900,True,0.5,60.0,0.5169211608690291
cheby1,5,2800,True,0.1,40.0,0.5170017076796621
butter,6,2900,True,0.5,40.0,0.51761287042185
butter,1,3300,True,0.5,40.0,0.5176454915815212
ellip,3,2700,True,0.1,30.0,0.5179060724253906
cheby2,7,3000,True,0.5,30.0,0.5179770093742164
ellip,7,1700,True,1.0,60.0,0.5183183082215107
cheby2,8,3100,True,0.5,50.0,0.5183742185119758
butter,7,2900,True,0.5,40.0,0.5187035737588422
ellip,3,2700,True,0.1,40.0,0.5188695359095278
butter,3,3000,True,0.5,40.0,0.5189205724261278
cheby1,3,3300,True,1.0,40.0,0.5189225128951519
ellip,3,3300,True,1.0,60.0,0.5191253781904277
ellip,7,2900,True,0.1,30.0,0.5192306693005084
ellip,3,2700,True,0.1,50.0,0.5193330002206431
ellip,3,3300,True,1.0,50.0,0.5193598454106857
ellip,7,1500,True,1.0,50.0,0.5194535004015731
butter,8,2900,True,0.5,40.0,0.5195001122561549
cheby2,4,1900,True,0.5,60.0,0.5195289594740303
ellip,3,2700,True,0.1,60.0,0.5195516719804733
ellip,7,2900,True,0.1,40.0,0.5195936321548592
cheby1,3,2700,True,0.1,40.0,0.5197429091897108
ellip,3,3300,True,1.0,40.0,0.5198658230436589
ellip,7,2900,True,0.1,50.0,0.5199957771211662
ellip,1,1500,True,0.1,50.0,0.5200571994705492
ellip,1,1500,True,0.1,40.0,0.5200571994705492
ellip,1,1500,True,0.1,60.0,0.5200571994705492
ellip,1,1500,True,0.1,30.0,0.5200571994705492
cheby1,1,1500,True,0.1,40.0,0.5200571994705493
cheby2,7,3100,True,0.5,40.0,0.5202969668901624
ellip,7,2900,True,0.1,60.0,0.520370283132877
butter,2,3100,True,0.5,40.0,0.5205923313439205
cheby1,3,500,True,0.1,40.0,0.5209365694515854
ellip,3,3300,True,1.0,30.0,0.5209584768816544
ellip,1,2500,True,0.5,50.0,0.5211191686575175
ellip,1,2500,True,0.5,40.0,0.5211191686575175
cheby1,1,2500,True,0.5,40.0,0.5211191686575175
ellip,1,2500,True,0.5,60.0,0.5211191686575175
ellip,1,2500,True,0.5,30.0,0.5211191686575175
ellip,6,800,True,0.1,40.0,0.5211507845226491
cheby2,8,3000,True,0.5,30.0,0.5213774235975325
cheby1,7,2900,True,0.1,40.0,0.521579705378782
cheby1,4,700,True,0.1,40.0,0.5216934128746391
ellip,5,2900,True,0.1,30.0,0.5217230839851401
cheby2,8,3200,True,0.5,60.0,0.5218037414766731
cheby1,3,3100,True,0.5,40.0,0.521848565307298
ellip,3,3100,True,0.5,60.0,0.521850410054889
ellip,7,3200,True,0.5,60.0,0.5218531345453639
ellip,3,3100,True,0.5,50.0,0.5218548241759592
ellip,3,3100,True,0.5,40.0,0.521872389400702
ellip,3,3100,True,0.5,30.0,0.5219447469679193
ellip,7,3200,True,0.5,50.0,0.522014944227763
cheby1,7,3200,True,0.5,40.0,0.5221953470489128
ellip,7,1300,True,1.0,40.0,0.5222864447062706
cheby1,5,800,True,0.5,40.0,0.5223246951580877
ellip,5,2900,True,0.1,40.0,0.5224681885616059
ellip,7,3200,True,0.5,40.0,0.5225428619608922
ellip,8,900,True,0.1,50.0,0.5225639498898583
cheby1,5,1600,True,1.0,40.0,0.5225781887374341
cheby1,7,2200,True,1.0,40.0,0.5226145735429489
cheby2,2,2100,True,0.5,30.0,0.5226424713649328
cheby2,6,3100,True,0.5,30.0,0.5226835908196099
ellip,5,1400,True,1.0,60.0,0.5227466003627643
cheby2,7,3200,True,0.5,50.0,0.5227553543320279
butter,4,3000,True,0.5,40.0,0.5229028022370863
cheby1,8,1200,True,0.1,40.0,0.5229148668938768
cheby1,5,3200,True,0.5,40.0,0.5229783395284029
ellip,5,2900,True,0.1,50.0,0.5230443629818068
ellip,5,3200,True,0.5,60.0,0.5231770797019639
ellip,5,3200,True,0.5,50.0,0.5233989788167364
cheby1,1,2900,True,1.0,40.0,0.5234144650076576
ellip,1,2900,True,1.0,60.0,0.5234144650076576
ellip,1,2900,True,1.0,50.0,0.5234144650076576
ellip,1,2900,True,1.0,40.0,0.5234144650076576
ellip,1,2900,True,1.0,30.0,0.5234144650076576
ellip,5,2900,True,0.1,60.0,0.5234627847834273
ellip,7,3200,True,0.5,30.0,0.5237753401789783
ellip,5,3200,True,0.5,40.0,0.5238948423403994
cheby2,6,3200,True,0.5,40.0,0.5239531453780101
ellip,6,900,True,0.1,60.0,0.5240939213760283
cheby1,5,2900,True,0.1,40.0,0.5242862020914913
cheby2,4,3300,True,0.5,30.0,0.5248980933482664
ellip,4,700,True,0.1,60.0,0.5249212585099227
cheby1,6,1000,True,0.1,40.0,0.524959990837939
ellip,5,3200,True,0.5,30.0,0.5249723433040535
ellip,3,2800,True,0.1,30.0,0.5250351071936155
butter,5,3000,True,0.5,40.0,0.5250763275833624
cheby2,8,3100,True,0.5,40.0,0.5251651931517778
cheby2,5,3300,True,0.5,40.0,0.5254064589460525
cheby2,5,3200,True,0.5,30.0,0.5255596571124225
ellip,1,1600,True,0.1,30.0,0.5256216659662303
ellip,1,1600,True,0.1,50.0,0.5256216659662303
cheby1,1,1600,True,0.1,40.0,0.5256216659662303
ellip,1,1600,True,0.1,40.0,0.5256216659662303
ellip,1,1600,True,0.1,60.0,0.5256216659662303
cheby2,6,3300,True,0.5,50.0,0.5257082742736335
cheby2,7,3300,True,0.5,60.0,0.525910882078066
ellip,3,2800,True,0.1,40.0,0.5259385867869352
ellip,8,800,True,0.1,30.0,0.5259823670675259
cheby1,7,1100,True,0.5,40.0,0.5261085350875097
ellip,3,2800,True,0.1,50.0,0.5263712692209103
butter,6,3000,True,0.5,40.0,0.5264252513565285
ellip,3,500,True,0.1,60.0,0.5264812330896795
ellip,7,3000,True,0.1,30.0,0.5265688375697539
ellip,3,2800,True,0.1,60.0,0.526575026016385
cheby1,3,2800,True,0.1,40.0,0.5267530288372758
cheby1,4,800,True,0.1,40.0,0.5268834374206086
ellip,7,3000,True,0.1,40.0,0.5269637628494437
cheby1,1,2600,True,0.5,40.0,0.5271362496314613
ellip,1,2600,True,0.5,50.0,0.5271362496314614
